식당(ID),식당명,지점명,지역명,네이버평점
176547,하늘장어,,중구,4.4
176549,돼지코회조개구이,,부평구,4.35
176557,메이플통돼지김치찌개,,중구,
176558,마늘닭,주안점,미추홀구,4.31
176561,옛날빈대떡,,부평구,4.37
176562,화성한식뷔페,,연수구,4.09
176569,명동찌개마을,주안본점,미추홀구,4.37
176570,장터육개장,신포시장점,중구,4.2
176571,취안,,부평구,
176573,영동족발&보쌈,연수본점,연수구,4.53
176581,리포트,,부평구,
176582,현지네호프,,미추홀구,4.53
176583,옛날대성불고기,,연수구,4.35
176589,한우동,아울렛점,부평구,4.21
176590,최강면옥,,미추홀구,4.39
176596,원조소문난순대,,서구,4.22
176599,하루,부평점,부평구,4.24
176600,처음,,미추홀구,4.13
176601,송도막국수&코다리조림,,연수구,4.32
176606,행복한손님,,서구,4.25
176608,경인국수,,부평구,4.8
176610,먹보뒷고기,,남동구,
176611,용현소머리국밥,,미추홀구,4.75
176613,미스터피자,송도점,연수구,4.28
176614,활주로뷔페백반,,중구,4.5
176621,종로닭발,,미추홀구,4.57
176622,핫치킨&호프,,남동구,
176624,빨간돼지,청라점,서구,4.35
176625,소담애족발,연수점,연수구,4.43
176626,화딱지,,중구,4.42
176632,미소테판,,미추홀구,
176634,광어랑우럭이랑,청라점,서구,4.47
176636,김밥천국,논현2호점,남동구,4.18
176639,연정식당,,연수구,3.83
176641,쑥골국수집,,미추홀구,4.16
176643,바다생선구이,,서구,4.5
176644,옛날통닭,,연수구,4.38
176647,본죽,인천제물포역점,미추홀구,4.57
176648,맛터,,서구,4.47
176652,경복궁 삼계탕,송도점,연수구,4.48
176655,유명포장마차,,미추홀구,3.92
176656,두찜,인천석남점,서구,4.41
176659,타니스,송도점,연수구,4.41
176661,미스터차,,남동구,4.46
176663,짱산꼼장어&소곱창,본점,미추홀구,4.07
176667,현이네김밥집,,연수구,4.25
176669,치킨매니아,,남동구,4.47
176671,바지락 손칼국수,,부평구,4.28
176672,불난술집,주안점,미추홀구,4.31
176675,은혜칼국수,,연수구,4.58
176677,수제숯불양념갈비,,부평구,
176679,진택이명태마을,학익점,미추홀구,4.31
176682,토마토김밥,송도스마트밸리점,연수구,4.31
176684,하오츠,,부평구,4.27
176687,돈돼지,,미추홀구,4.32
176694,소담참숯생삼겹살,,남동구,
176697,꼬레아리랑,,미추홀구,4.43
176699,을왕리 꾸덕집,,중구,4.49
176700,아이비에스 푸르웰식당,,연수구,4.5
176704,윤죽,,부평구,4.3
176705,어머나원숙성생삼겹살,,남동구,
176708,길손포장마차,,미추홀구,5
176710,옥련편백,,연수구,4.45
176713,좋은친구치킨호프,,부평구,2.5
176715,제주왕삼육서,구청점,서구,4.57
176719,제주까망돼지,옥련점,연수구,4.7
176722,족대장포차,,중구,4.45
176723,온센,부평점,부평구,4.39
176725,고릴라 인 더 펍,,서구,
176727,2015 숯불닭갈비,본점,미추홀구,4.58
176729,카페와안,,연수구,4.49
176732,진천토종청국장,,부평구,4.39
176733,복된식당,,중구,4.95
176736,도도한불닭발,인하대점,미추홀구,4.46
176738,정선연탄불고기,가좌점,서구,4.57
176740,킹부대찌개테이크아웃연수&미쓰떡볶이,,연수구,5
176742,본도시락,부평역점,부평구,4.35
176744,막내네포차,,중구,4.5
176745,신화장어,,남동구,4.38
176748,신의주찹쌀순대,오류직영점,서구,4.24
176751,정성해장국,,연수구,4.33
176753,그릴앤그릴,,부평구,4.73
176755,만정수산,,중구,4.16
176757,푸닭푸닭치킨,,미추홀구,4.25
176758,죠스떡볶이,인천청라점,서구,4.36
176761,신촌댁설렁탕뼈다귀전골,,부평구,
176765,진도가니탕설렁탕,,중구,4.27
176766,59쌀피자,논현단풍점,남동구,4.39
176767,사랑채주막,,미추홀구,4.46
176768,돈백,,서구,
176771,문가네생고기부대찌개,,부평구,4.23
176774,돌산골가정식백반,,중구,4.32
176775,털보김홍재꽃게아구해물전문점,,남동구,4.56
176777,일품마라,,미추홀구,
176778,사랑도참치,,서구,4.81
176782,담소정,,중구,4.47
176784,요이코코,,미추홀구,4.44
176785,카페돌체,,서구,4.33
176786,밤스족발,,연수구,4.44
176792,말자네포차,,미추홀구,5
176795,박달재냉막걸리,,부평구,
176801,용마루골,,부평구,4.33
176804,남도뽀글이,,미추홀구,4.2
176809,짜장면먹을까짬뽕먹을까,,부평구,4.38
176813,송가네포차,,미추홀구,
176815,박대박 생고기,,서구,4.44
176819,형제들감자탕,동암본점,부평구,4.44
176824,카페1990,,미추홀구,4.55
176825,카페드림,,서구,5
176829,토부리병천순대,만수점,남동구,4.35
176830,원주추어탕,,부평구,4.31
176831,가마애치킨,선학점,연수구,4.6
176836,제주돼지연탄구이,,미추홀구,4.5
176837,쌈촌,인천신현점,서구,4.08
176839,미락회집,,중구,4.67
176842,수연푸드,,남동구,4.21
176847,박하수산,,미추홀구,4.3
176848,끼니때,,서구,4.13
176852,델라카사,,중구,4.43
176853,영미화김밥,송도본점,연수구,4.44
176858,석바위식당,,미추홀구,4.33
176859,불타는 왕십리 곱창,,서구,4.34
176862,우리식당,,중구,5
176863,김밥천국,,남동구,3.83
176864,원조 시골밴댕이,직영1호 연수점,연수구,4.15
176868,두툼당,,미추홀구,4.54
176871,최군맥주,신포점,중구,4.14
176872,송도찌개,,연수구,4.11
176877,맛쪄짬뽕,,미추홀구,4.27
176879,개성손만두,신포점,중구,4.45
176880,칠일숙성행복을굽는고기집,옥련직영점,연수구,4.69
176885,신기순대,,미추홀구,4.37
176887,인천돼지집,인천삼산점,부평구,4.32
176888,나들목 보쌈한정식,,중구,4.48
176891,하얀나비,,남동구,4.63
176894,완도포차,,부평구,4.5
176897,커피에반하다,송도퍼스트월드점,연수구,4.41
176898,사과꽃향기담아,,중구,5
176900,대명반점,,남동구,4.47
176902,명진닭한마리,본점,부평구,4.48
176905,몰디브,,연수구,
176907,셰프박와인통삼겹,,중구,4.64
176909,파스쿠찌,엠파크점,서구,4.52
176910,네네치킨,,부평구,4.48
176912,세자매감자탕갈비찜,,연수구,4.21
176914,우리소참한우정육식당,인하본점,미추홀구,4.5
176915,참한식당,,중구,4.4
176921,토마토도시락,인천공항업무단지점,중구,4.32
176926,팥누리,,중구,3.83
176932,카페티나,가좌점,서구,4.34
176933,산골닭갈비,본점,부평구,4.65
176937,명고집 지리산흑돼지,,미추홀구,
176938,셋뎀프리커피,,서구,4.5
176939,돈쟁이삼겹살,,부평구,4.75
176946,미술관,인천삼산점,부평구,4.27
176947,이레 식당,,중구,5
176951,금섬참치,,미추홀구,4.56
176953,소솜카페,,연수구,4.47
176958,영종장어마을,,중구,4.81
176964,개성손만두요리전문점,영종점,중구,4.54
176965,편장군족발,현대프리미엄아울렛송도점,연수구,4.37
176968,도화순대국,,미추홀구,4.54
176970,스시민,본점,중구,4.57
176973,부개2동점굽네치킨,부개2동점,부평구,4.4
176977,나주면옥,,미추홀구,4.39
176979,티바두마리치킨,중산점,중구,4.5
176980,파주닭국수,현대프리미엄아울렛송도점,연수구,4.36
176981,대박연탄구이,부개점,부평구,4.88
176986,풍년막걸리,,부평구,4.31
176987,탄탄면공방,현대프리미엄아울렛 송도점,연수구,4.39
176991,보리네포장마차,,중구,4.25
176993,육회한통닭,,부평구,
176995,장촌고을 육장갈비,,중구,
176996,등산보리밥,,부평구,4.37
177000,노유민코페,차이나타운점,중구,4.14
177002,맛고을토종순대감자탕,,부평구,4.43
177006,서니구락부,,중구,4.38
177008,부뚜막치킨,백운역1호점,부평구,4.38
177013,그랜드하얏트인천 풀하우스,,중구,4.31
177014,온드린,현대프리미엄아울렛송도점,연수구,4.33
177019,장터식당,,중구,
177021,한솔냉면,현대프리미엄아울렛송도점,연수구,4.4
177024,진미포장마차,,미추홀구,5
177026,생생돈까스,,서구,4.57
177028,터치쿡인천논현점,,남동구,
177033,경양카츠,부평점,부평구,
177037,김밥천국,,남동구,4.25
177041,디모니카,,중구,4.86
177042,선식당,,부평구,4.42
177043,철길기사식당,,미추홀구,3.98
177044,카페숲,,서구,4.37
177049,공차,현대프리미엄아울렛송도점,연수구,4.38
177050,신포수제돈까스,,중구,4.26
177053,군산식당,,미추홀구,
177058,명스시,,연수구,4.7
177060,장미맨숀,,부평구,
177061,커피에반하다,인천검암점,서구,4.58
177062,길목,,미추홀구,4.55
177069,명가식당,,부평구,
177073,오븐에빠진닭,주안점,미추홀구,4.46
177075,오븐에빠진닭,간석점,남동구,4.55
177077,앤티앤스,현대프리미엄아울렛송도점,연수구,4.45
177081,카페게이트인천당하점,,서구,
177087,이스트바이게이트,현대프리미엄아울렛송도점,연수구,4.3
177090,롯데리아,홈플러스인천가좌점,서구,4.28
177091,꼴목,주안점,미추홀구,4.13
177094,에이치123,현대프리미엄아울렛송도점,연수구,4.32
177097,카페스윗,,중구,5
177100,웰푸드,,미추홀구,4.4
177102,푸드박스,인천점,연수구,
177107,한신포차,동인천점,중구,4.43
177108,치킨매니아,학익신동아점,미추홀구,4.05
177110,인천제과협동조합,현대프리미엄아울렛송도점,연수구,4.36
177114,스마일분식,,부평구,4.58
177115,네스트호텔 쿤스트라운지,,중구,4.33
177118,티바두마리치킨,숭의점,미추홀구,4.62
177119,삼송빵집,송도 현대프리미엄아울렛점,연수구,4.5
177125,동후,,중구,4.44
177127,홍어야울지마라,,미추홀구,4.22
177128,크리스피버거,,연수구,4.5
177134,와이키키스시가게,,중구,4.41
177135,이창우의초밥과도시락,,미추홀구,4.33
177137,백합칼국수,본점,연수구,4.37
177142,크림티,,서구,4.48
177144,미술관,동인천점,중구,4.39
177145,백년갈비,인천도화점,미추홀구,4.28
177146,"1927, 커피 잘 쓰다",현대프리미엄아울렛송도점,연수구,4.18
177154,부부식당,,부평구,4.29
177160,행복한 커피,,서구,5
177163,정성식당,,부평구,4.33
177168,59쌀피자,불로점,서구,4.25
177171,불타는생선구이,,미추홀구,4.17
177174,코코호도,청라점,서구,4.48
177179,친구네조개구이,,부평구,4.37
177180,김밥천국,주안점,미추홀구,4.23
177184,베즐리,현대프리미엄아울렛송도점,연수구,4.39
177190,제이에스가든,현대프리미엄아울렛송도점,연수구,4.5
177191,이차돌,인천논현점,남동구,4.31
177197,천만애해신탕,,남동구,4.45
177198,사월에보리밥과쭈꾸미,현대프리미엄아울렛송도점,연수구,4.46
177199,롤링라이스,영종하늘도시점,중구,4.32
177202,동네빈대떡,,부평구,4.33
177205,장작불솔잎순대,,남동구,4.36
177208,조앤더주스,현대프리미엄아울렛송도점,연수구,4.37
177209,해미집,,미추홀구,4.42
177213,파리바게뜨,당하힐스테이트점,서구,4.36
177214,일(1),,연수구,
177215,단의식당,,중구,
177216,차이나레스토랑 만강,,미추홀구,4.41
177222,에띠앙베이커리,,서구,
177225,호미불닭발,인천영종점,중구,4.34
177231,파리바게뜨,청라국제도시점,서구,4.43
177233,홍실한식뷔폐,,중구,4.3
177234,천태봉,,미추홀구,4.52
177239,오븐엔브레드,검단점,서구,4.59
177241,맘스터치,부평로데오점,부평구,4.41
177243,죠스떡볶이,주안역점,미추홀구,4.31
177244,바켄베이커리,,연수구,4.45
177247,파리바게뜨,청라SK점,서구,4.39
177248,편장군족발집,,부평구,4.22
177249,은행나무집,,중구,3.94
177251,소문난엄마밥상,,미추홀구,
177253,파리바게뜨,청라휴먼시아점,서구,4.42
177254,반올림피자샵,연수점,연수구,4.53
177258,시골밥상,,미추홀구,4.5
177260,킹스타 마약치킨&버거,가좌점,서구,4.6
177262,타이홍,송도유원지본점,연수구,4.28
177264,신대박짬뽕짜장,,미추홀구,4.14
177266,필스시,,서구,4.67
177270,분식먹는날,,미추홀구,4.5
177271,짬뽕타운,삼산점,부평구,4.31
177273,김밥천국,가정점,서구,4.35
177275,솟구쳐차기,,연수구,4.38
177277,치킨매니아,부개점,부평구,4.41
177279,소문난막창집,,미추홀구,4.67
177280,족보 있는 국밥,,서구,4.48
177287,반석식당,,미추홀구,
177288,원마산아구찜,논현점,남동구,4.27
177290,파리바게뜨,송도캠퍼스타운점,연수구,4.39
177294,엔비나인,,남동구,4.44
177295,제주까망돼지,용현점,미추홀구,4.41
177298,미녀삼겹살,,연수구,4.56
177299,이가네양꼬치,십정동점,부평구,4.72
177301,마싯전,,남동구,4.3
177303,백반시대,,미추홀구,4.37
177304,수례국밥,,연수구,
177306,민속칼국수,열우물점,부평구,4.54
177310,오향왕족발,만수본점,남동구,4.36
177313,푸라닭,인천송도점,연수구,4.41
177315,홍가네김밥,,부평구,4.02
177319,한판닭갈비,검단점,서구,4.44
177321,황금네명태마을,,남동구,4.51
177322,엄마식당,,부평구,
177328,백년짬뽕천년만두,,남동구,4.31
177329,이대조뼈다귀,산곡점,부평구,4.14
177333,세종뷔페,,미추홀구,
177334,우리동네분식,,서구,4.59
177340,천하원,,미추홀구,4.42
177342,추억의김치찌개,,서구,4.41
177348,우리타운식당,,남동구,3.8
177355,청석꼴막걸리,,미추홀구,4.32
177356,윤가마당칼국수,,서구,4.46
177358,왔다갔다황소곱창,소래포구점,남동구,4.66
177360,에픽,,부평구,4.47
177365,별난만두,,미추홀구,4.46
177366,백구회포차,,부평구,4.79
177367,한가네오리촌,,남동구,4.34
177372,통족,삼산점,부평구,4.32
177374,매드맥스,논현점,남동구,4.8
177376,밤을 그리다,,미추홀구,4.61
177377,육감앤미,,부평구,4.28
177379,투다리,논현점,남동구,4.15
177381,아구대통령,,서구,4.42
177382,출입구,,부평구,
177384,호치킨,간석래미안자이점,남동구,4.37
177385,믿음한식부페,,서구,4.5
177387,오드리치킨,,부평구,4.38
177388,소머리국밥,,남동구,4.26
177390,일품황제삼겹살,,서구,4.33
177392,뉴띵,,연수구,4.95
177394,마포성산동소문난껍데기집,,남동구,4.41
177397,본도시락,인천청라점,서구,4.46
177399,맥스텔라,,연수구,4.42
177400,맛짱갈매기,만수점,남동구,4.45
177404,브라운 버틀,,서구,4.5
177411,송산풍천민물장어,영종점,중구,4.48
177416,본죽,서창점,남동구,4.41
177419,한끼어때?,,서구,
177420,블라블라,,연수구,3.88
177423,옛날아우내순대,,남동구,4.31
177425,육대장,청라점,서구,4.24
177429,밥,,남동구,4.38
177430,치킨마루,운서점,중구,
177431,쏙닭쏙닭,,연수구,4.57
177432,태국전통식당,,서구,4.45
177439,국수천국,,서구,4.53
177440,카페코지,연수점,연수구,
177445,서울식당,,남동구,4.29
177447,크메르 앙코르 레스토랑,,부평구,
177448,연희동함흥냉면,,서구,4.34
177449,경성술집,송도점,연수구,4.32
177453,경복궁삼계탕,구월점,남동구,4.5
177455,박여사삼계탕,,서구,4.65
177457,청기와감자탕,,연수구,4.32
177460,왕돼지,,부평구,4.3
177461,자월도회집,,남동구,3.29
177463,군튀킨,가정석남점,서구,
177465,김밥덕후,송도캠퍼스타운점,연수구,4.34
177469,배터지는생동까스,부평점,부평구,4.45
177475,본죽,송도캠퍼스타운점,연수구,4.37
177478,멸치국수,,남동구,4.35
177479,숯불에닭,가좌점,서구,4.37
177480,뽀글뽀글 뽀글이,,중구,4.25
177487,활어회 소래포구,,남동구,
177492,정통집,부평역점,부평구,4.37
177495,더함흥냉면1937,,연수구,4.17
177496,홀릭,,서구,4.5
177501,말숙이네식당,,중구,4.83
177502,돼슐랭,,부평구,
177506,나무나루해물아구낙지,,서구,4.37
177507,호식이두마리치킨,구월1호점,남동구,4.26
177512,한신포차,인천삼산점,부평구,4.28
177514,청원,,연수구,
177515,유가네곰탕설렁탕,,서구,
177517,초밥왕,인천만수점,남동구,4.26
177522,에이치.레스토랑,삼산본점,부평구,
177523,피올리앙,,연수구,4.19
177528,본죽,인천간석남부역점,남동구,4.49
177531,참치락,,부평구,4.45
177532,청년피자,연수점,연수구,4.48
177535,라무진,인천논현역점,남동구,
177537,장미커피&호프,,부평구,
177538,또와유 청정명태간장조림,,연수구,4.32
177539,백암순대,,서구,4.07
177540,오늘우리집비어,,중구,4.14
177543,별난곱창,,남동구,4.64
177546,부평멸치국수,,부평구,4.44
177547,여우야,,중구,3.55
177548,청기와집,,서구,4.5
177556,밥상한우,,부평구,4.3
177557,신원,,중구,
177558,이비가짬뽕,인천본점,서구,4.38
177559,멜로디카페,,연수구,4.63
177563,시골순두부집밥,간석점,남동구,4.13
177566,가좌동 맨날술이야,,서구,4.63
177567,사이공앤사이공,,중구,4.36
177568,파노라믹65,,연수구,4.54
177571,곱창이야기,인천논현점,남동구,4.48
177573,권오길손국수,청라점,서구,4.37
177574,투다리,캠퍼스타운점,연수구,4.09
177575,네네치킨,운서점,중구,4.76
177577,거성장 중화요리,,남동구,3.88
177580,미송쌈정식,,중구,4.53
177581,레드문,캠퍼스타운점,연수구,4.47
177586,점심만찬,,서구,4.31
177588,장기석참치,,연수구,4.06
177596,전라도 뼈해장국,,남동구,4.27
177600,본도시락,글로벌캠퍼스점,연수구,4.21
177601,오구쌀피자,마전점,서구,
177603,연안부두끝집,,중구,4.5
177604,보은식당,,미추홀구,
177605,황금순대국,,남동구,4.33
177608,줌줌,,연수구,4.46
177612,정가네동태탕,,중구,4.41
177614,김앤밥,,남동구,4.38
177615,분식먹는날,,미추홀구,4.46
177617,다와국밥,,연수구,4.23
177618,굽네치킨,검암지구점,서구,4.55
177621,원조1호공항마을,,중구,
177623,피자마루,만수3지구점,남동구,4.52
177625,모미락,제물포 본점,미추홀구,4.34
177627,"북새통, 맛나푸드",,연수구,
177631,원조개성집,,중구,4.67
177633,사과나무,구월점,남동구,4.04
177635,인하찹쌀순대,,미추홀구,4.4
177637,스시에반하다,,연수구,4.62
177640,와니키친,,중구,4.5
177644,목동돈까스,,미추홀구,4.25
177652,뚜레쥬르,송도그린워크점,연수구,4.36
177659,카페나의라임오렌지,,부평구,4.48
177660,주현식당,,연수구,4.2
177667,실리제롬,,부평구,4.59
177669,카페테라스,,연수구,4.43
177671,신꼬,,중구,4.33
177680,검단연탄집,,서구,
177682,호로록신짬뽕,백운점,부평구,4.21
177685,까페인토스트,,남동구,4.54
177687,초원양꼬치,,서구,4.43
177688,더 해장,신포시장점,중구,
177693,오렌지줄리어스,인천구월CGV점,남동구,4.41
177694,청라쭈꾸미마을,본점,서구,4.38
177697,국수제비,,중구,
177699,송도양꼬치,캠퍼스타운점,연수구,4.39
177702,소막창엔삼겹살,,서구,4.59
177703,족발신선생,부평점,부평구,
177706,베이지 가든,,연수구,
177707,통큰조개찜,신포직영점,중구,4.22
177708,우리손칼국수,,미추홀구,4.2
177710,돌판삼겹과찌개,인천연희점,서구,
177712,본말감자탕,부평시장점,부평구,
177714,인천연일학교,행복나눔터2호점,연수구,4.51
177717,소담옥,,서구,4.45
177722,육회마을,삼산동점,부평구,4.44
177723,광화문연가,,연수구,
177724,59쌀피자,용남시장점,미추홀구,3.88
177726,알이 아리랑,검암본점,서구,4.49
177731,옛길전통찻집,,중구,4.35
177733,명품떡볶이,,미추홀구,4.52
177734,호미불닭발,,부평구,
177736,타이랜드,,서구,5
177740,만두카페,,중구,
177750,동화마을카페,,중구,4.42
177752,30년전통영철이네포장마차,,부평구,4.25
177758,스시사쿠,연수점,연수구,4.54
177759,킹콩떡볶이,문학경기장점,미추홀구,5
177761,낙지랑굴,부평본점,부평구,3.91
177767,서당골토종순대국,송도신도시점,연수구,4.14
177769,송이네잔치국수,,부평구,4.31
177772,어촌마을,,연수구,4.39
177775,모모주먹밥,,부평구,4.47
177777,참피온 삼겹살,,연수구,4.4
177782,죽이야기,인천삼산점,부평구,4.28
177784,명가떡볶이,,미추홀구,
177785,카엔,인천송도점,연수구,4.71
177792,비브라운,,미추홀구,4.45
177793,쌈앤장,,연수구,4.41
177797,명품도너츠,,중구,4.4
177800,연수동종합어시장,,연수구,4.39
177804,파리바게뜨,영종현대점,중구,4.38
177808,감동먹태,송도점,연수구,4.29
177811,저팔계생삼겹살바베큐,,중구,
177815,소풍,,연수구,4.13
177818,피자알볼로,하늘도시점,중구,4.54
177820,파리바게뜨,관교한신점,미추홀구,4.45
177823,참새와방앗간,,연수구,4.42
177827,넙디빈대떡,,중구,4.48
177828,파리바게뜨,인천숭의점,미추홀구,4.31
177830,송도윤곱창,송도점,연수구,4.36
177833,파리바게뜨,제물포남부점,미추홀구,4.41
177836,그집,,연수구,4.44
177840,오즈제과점,,미추홀구,4.38
177846,파리바게뜨,학익랜드마크점,미추홀구,4.33
177849,스테이지,,연수구,
177850,59쌀피자,롯데캐슬점,남동구,4.2
177853,달란트베이커리,,미추홀구,4.31
177856,카페노랑,,연수구,4.55
177859,만나찌개식당,,서구,4.38
177860,파리바게뜨,용현유원점,미추홀구,4.26
177861,얼큰이 닭발,,부평구,4.45
177864,아라네,,연수구,
177866,현지양꼬치,2호점,부평구,
177867,상아김밥,청라점,서구,
177869,세종축산정육식당,본사직영점,미추홀구,4.35
177872,박서방메밀우동,,연수구,4.53
177875,명가포차,,부평구,
177879,이태리밥집,,연수구,4.55
177880,죽이야기,인천 논현점,남동구,4.35
177882,양다리 족발 닭발,,부평구,
177885,맥주501,,미추홀구,4.32
177887,한옥마을전주비빔밥,홈플러스 인천송도점,연수구,4.23
177888,피자스쿨,인천논현점,남동구,4.45
177890,깽자네,,미추홀구,5
177891,광명대창집,,부평구,
177895,카페꼰띠고,인천차이나타운점,중구,4.35
177896,차우마,옥련직영점,연수구,4.34
177897,공릉동원조멸치국수,인천논현점,남동구,4.43
177899,동궁순대,,서구,
177900,메이매자중국향토음식점,,부평구,4.47
177903,오떡,주안점,미추홀구,4.36
177905,동보성,,연수구,4.28
177906,호근이네 단밤포차,,중구,4.57
177907,봄,,부평구,
177909,히바린,롯데백화점인천터미널점,미추홀구,4.36
177910,신주쿠꼬치선생,,연수구,4.52
177911,남도생선구이,,중구,4.32
177914,중화요리 비원,,미추홀구,4.23
177915,일미순대국밥,,부평구,4.33
177916,황가네분식,,남동구,4.07
177917,커피101스트릿,송도컨벤시아점,연수구,4
177918,챠이웬,,중구,4.36
177920,이모네,,미추홀구,4.36
177921,파리바게뜨,만수중앙점,남동구,4.5
177922,드림베이커리,,연수구,
177924,함흥냉면명동칼국수,,부평구,4.31
177926,뚜레쥬르,인천만수시장점,남동구,4.55
177929,황제족발,,연수구,
177931,소곱짱이야기,,부평구,4.59
177932,신화포차,,미추홀구,4.13
177933,파리바게뜨,인천논현역점,남동구,4.35
177936,라화쿵부,송도점,연수구,4.34
177938,와 이 맛난김밥,,부평구,4.11
177939,인천맛집,,미추홀구,4.71
177940,파리바게뜨,논현웰카운티점,남동구,4.31
177942,초콜릿커피,,연수구,
177944,고고포차,,서구,4.4
177945,뉴욕커피,,부평구,4.5
177946,엄마손맛집,,미추홀구,4.25
177947,희래성,,남동구,4.37
177950,국민짜장앤짬뽕,,서구,4.5
177952,미로,,연수구,5
177954,단하나,부평점,부평구,4.38
177955,김밥천국,,미추홀구,4.6
177956,돈상사,본점,남동구,4.22
177959,감탄떡볶이,청천점,부평구,4.08
177960,뉴욕베이글,송도점,연수구,4.37
177962,소래타운,,남동구,4.47
177963,카페 라비타,,연수구,4.54
177965,백령도횟집,,남동구,4.18
177968,하노이 베트남 쌀국수,,서구,4.56
177969,청춘상회,,연수구,4.5
177972,해아낙,,서구,4.45
177973,수교동짬뽕,,미추홀구,4.49
177974,인더그레이,,연수구,4.5
177977,명태명가,,연수구,4.25
177980,승리푸드,,부평구,4.05
177981,와프리카노,인천청학점,연수구,4.36
177983,치킨마루,학익점,미추홀구,4.4
177985,밥맛나는세상 인더박스,백운점,부평구,4.3
177989,커피베이,부개역점,부평구,4.88
177992,전주맛집,,중구,4.44
177995,꿍야,제물포점,미추홀구,4.49
177996,성모커피숍,,부평구,
178000,삼선포장마차,,미추홀구,
178001,피자스쿨,부평부개점,부평구,4.42
178005,김밥이야기,,미추홀구,4.56
178008,데일리브라운,,부평구,4.4
178011,덴세츠라멘,인하대본점,미추홀구,4.23
178013,찬달,,부평구,4.57
178014,이오엠 푸드,,중구,
178018,굽네치킨,운서점,중구,4.58
178020,마포구이가,,미추홀구,4.26
178021,찐빵손만두명가,부평남부점,부평구,4.23
178025,59쌀피자,부평삼익아파트점,부평구,4.34
178026,빙고소주방,,미추홀구,
178030,소울림 왕족발 보쌈,,미추홀구,4.77
178031,59쌀피자,동수초등학교점,부평구,4.46
178033,다올치킨&호프,,중구,5
178035,옛날팥죽,,서구,4.25
178037,철판불막 곱창,,미추홀구,
178038,엄마분식,산곡동본점,부평구,4.27
178040,롯데리아,천논현점,남동구,4.31
178043,미술관,영종도점,중구,4.46
178045,식객,,미추홀구,4.27
178046,카페띠아모,인천삼산점,부평구,4.34
178051,육개장의발견,,중구,4.31
178052,청학삼시세끼,,연수구,4.03
178053,커피온,,부평구,4.48
178054,귀로안주들의반란,,미추홀구,4.36
178061,이집떡볶이,,연수구,4.45
178064,이것이짜장전설,인하대점,미추홀구,4.49
178066,남도추어탕,,남동구,4.32
178068,열정치킨,신포점,중구,4.08
178071,돈풍년,,연수구,4.28
178075,강화식당,,미추홀구,
178078,치킨마루,원인재점,연수구,4.18
178079,커피 에이레네,,부평구,4.39
178081,황제숯불닭갈비,주안본점,미추홀구,4.43
178091,콩심,영종점,중구,4.4
178093,파리바게뜨,갈산마을점,부평구,4.43
178095,녹각삼계탕,,남동구,4.24
178097,주가네찌개마을,,미추홀구,4.5
178100,홍대표,,중구,
178102,뚜레쥬르,삼산미래타운점,부평구,4.34
178103,시골순대국,,남동구,4.21
178104,먹고 갈래 싸 줄까,,미추홀구,
178110,소백산한우 정육식당,,중구,4.3
178111,파리바게뜨,갈산역점,부평구,4.51
178112,피자헤븐,인천송도점,연수구,4.65
178113,맨하탄,,남동구,4.25
178115,수 참치,,미추홀구,4.35
178120,별미양꼬치,,중구,4.44
178121,영주식당,,부평구,
178124,피자마루,제물포점,미추홀구,4.28
178125,티바두마리치킨,논현점,남동구,
178130,굽네치킨,하늘도시1호점,중구,4.37
178131,낙원식당,,부평구,
178138,왕산족발보쌈,,중구,3.85
178140,운수대통,,부평구,3.5
178141,청해신,미추홀점,미추홀구,4.58
178143,장혁민의부대찌개,인천시청점,남동구,4.25
178146,미나모토,,연수구,4.55
178147,수라카츠&면,,부평구,
178148,묵나라 굴나라,,미추홀구,
178154,왕짬뽕,,남동구,
178155,홍익궁중전통육개장,연수점,연수구,4.41
178157,오케이후다닭치킨,,미추홀구,4.17
178163,쭈꾸미밥상,연수동춘점,연수구,4.4
178165,김동길의함흥관,,미추홀구,4.13
178166,기운차림,,부평구,4.1
178170,맛나동태찌개전문점,,남동구,4.37
178172,전티마이베트남쌀국수,송도점,연수구,4.43
178178,대박왕만두찐빵,,부평구,4.6
178180,비턴,송도캠퍼스타운역점,연수구,4.39
178181,미드나잇핑크,,미추홀구,4.43
178186,고향시골밥상,,부평구,4.55
178188,우화미,,연수구,4.28
178190,강원도집,,미추홀구,4.63
178196,병천가마솥순대국,,부평구,4.45
178197,스모크,,중구,4.73
178198,못난이꽈배기,못난이꽈배기점,연수구,4.45
178205,솔밭식당,,미추홀구,4.39
178207,33떡볶이,송도신도시점,연수구,4.43
178209,홍금성,,부평구,4.5
178213,호식이두마리치킨,학익점,미추홀구,4.67
178219,춘천중앙로숯불닭갈비,,남동구,4.57
178220,계양동태탕,삼산직영점,부평구,4.12
178223,수유리우동집,청라점,서구,4.39
178224,꾸어치킨,숭의점,미추홀구,3.88
178226,갯마을,,중구,4.56
178230,동방양꼬치,,남동구,4.45
178235,송정식당,,미추홀구,
178239,미성회전초밥,,부평구,4.2
178241,사이참한식뷔페,,서구,4.4
178244,복성호막횟집,,중구,3.97
178246,한식포차,,미추홀구,
178249,정낭흑돼지,본점,남동구,4.49
178250,함지박소곱창,,부평구,4.37
178251,시골집,,서구,4
178253,동화마을먹거리쉼터,,중구,3.72
178255,용현숯불바베큐,,미추홀구,4.53
178259,토닥토닭,동암점,부평구,4.63
