식당(ID),식당명,지점명,지역명,네이버평점
171442,슬기네,,중구,4.23
171444,돈타래게장정식,,부평구,4.31
171446,학운정,,연수구,3.99
171447,치킨멤버,만수점,남동구,4.38
171448,하프카페,,서구,4.81
171449,두레원,,중구,4
171451,희야네,,부평구,
171452,용현 왕주먹고기,,미추홀구,4.81
171454,싱싱한게야,,연수구,4.75
171456,무디블루스,,중구,4.38
171458,제주생삼겹두루치기,,부평구,4.46
171459,칭칭차이나,문학점,미추홀구,4.24
171460,돈스,본점,남동구,4.4
171462,통다리 치킨,선학점,연수구,4.39
171463,하륜각,,부평구,4.26
171465,해바라기,,중구,
171467,버거룸181,,연수구,4.44
171469,아리랑,,부평구,4.46
171470,정선아리랑,,미추홀구,4.25
171471,신이내린 족발과 보쌈,신포본점,중구,4.39
171472,옛골전통육개장,,연수구,4.27
171474,홍보석,,부평구,
171475,웨이사이드치킨,인하대점,미추홀구,4.38
171476,부라보맥주,운서역점,중구,
171477,썬 호프,,연수구,
171479,정석곱창,,미추홀구,4.46
171484,동경참치,,미추홀구,4.4
171485,김밥나라,경남점,연수구,4.03
171489,리커버거,,연수구,4.77
171491,신호닭발,주안점,미추홀구,
171492,우짜우짜,,남동구,4.2
171493,울엄마김치찌개생삼겹살,,연수구,4
171495,해와달,,미추홀구,4.64
171496,아우네장터,,남동구,3.76
171497,족발명가장충동,,중구,4.31
171499,광산가마솥염소탕,,연수구,4.62
171500,못말리는생돈까스,,남동구,4.49
171501,신포인천닭강정,,중구,3.67
171503,백암진순대,,연수구,4.23
171504,노랑통닭,주안역점,미추홀구,4.53
171506,다주,,중구,
171507,모도리감자탕뼈찜,본점,남동구,4.33
171508,장터삼겹살,,미추홀구,
171510,비스트로쉐프,,중구,4.33
171511,쪽.짜장.짬뽕,본점,미추홀구,4.12
171512,술창고,,남동구,
171514,미도참치,,연수구,4.43
171517,벌판농장,,중구,4.54
171518,맘스터치,용현동점,미추홀구,4.38
171519,경성한우불고기,,남동구,4.28
171520,맛나순대국,,서구,
171523,얼음골,,중구,4.4
171525,치키펍,학익점,미추홀구,4.49
171526,역전상회,만수점,남동구,4.46
171527,명가화로구이,,서구,3.69
171528,삼성웰스토리FS연세대학교기숙사식당,,연수구,4.17
171531,정가네할머니손두부집,,남동구,4.4
171532,이모떡즉석떡볶이,,미추홀구,4.58
171534,안동국밥 봉평메밀촌,,연수구,4.29
171536,치킨마루,가좌점,서구,4.79
171537,장수촌,,남동구,4.42
171540,니꼬참치&스시,,부평구,4.36
171541,명륜진사갈비,학익점,미추홀구,4.29
171544,와라와라,인천주안점,미추홀구,4.46
171546,코바코,인천검암점,서구,4.3
171549,굽네치킨,옥련점,연수구,4.45
171550,돌판시대,,미추홀구,4.39
171551,로제떡볶이 순살닭강정,부평로데오점,부평구,
171552,신의주찹쌀순대,인천가좌점,서구,4.42
171554,공간 스파지오,,연수구,4.53
171556,구름산추어탕,부평점,부평구,4.31
171557,쌍둥이호프,,미추홀구,4.25
171561,레이크 포차,,연수구,
171563,강촌식당,갈산역점,부평구,4.33
171564,당가네대박삼겹,인하대점,미추홀구,4.31
171566,마담 드 삼겹,,연수구,4.83
171567,연정만복식당,,서구,4.46
171570,정가네칼국수냉면,산곡본점,부평구,4.26
171572,파리바게뜨,인천공항탑승동점,중구,4.15
171573,금문각,,연수구,4.38
171574,피자마루,신현점,서구,4.37
171578,신명포차,,부평구,3
171580,탐라횟집,,서구,4.7
171581,막내네포차,,중구,3
171584,장터삼겹살,,미추홀구,4.46
171585,황태마을,,부평구,4.09
171586,칡냉면 산수 돈까스,,서구,4.33
171587,씨싸이드,,중구,4.25
171590,김밥나라,백운점,미추홀구,4.23
171591,미나식당,,부평구,4.75
171592,맥반석숯불구이콜,,서구,4.48
171593,청화원,,중구,4.33
171596,코리안바베큐치킨,백운역점,부평구,
171597,와우왕불족발,,서구,4.57
171599,깡통,,미추홀구,
171600,치킨트리플,,중구,4.56
171601,케익하우스델리,,남동구,4.36
171602,모아수산회센터,,부평구,3
171603,다산정담흑염소해장국,검단점,서구,
171605,족발슈퍼,용현점,미추홀구,4.14
171606,델리스베이커리,,남동구,4.37
171607,군산찌개,,중구,
171608,피자스쿨,산곡경남점,부평구,4.46
171609,존슨부대찌개 ,선학점,연수구,
171611,유가네한우곰탕,운서점,중구,4.29
171612,양평해장국,,남동구,4.3
171613,신계발,,연수구,4.27
171614,막썰어주는 횟집,,서구,4.57
171615,김밥집,도화점,미추홀구,3.89
171616,딸부자집,,남동구,3.5
171619,치킨매니아,석남점,서구,4.37
171622,돈마루밥상,,미추홀구,4.5
171623,광명대창집,인천송도점,연수구,4.49
171624,본죽,만수주공점,남동구,4.36
171626,신포옛골,,중구,4.28
171628,춘하추동,,연수구,4.44
171630,이대조 감자탕,주안점,미추홀구,
171631,장금수부대찌개,스마트밸리점,연수구,4.56
171632,탑푸드(TOPFOOD),,서구,
171633,돼지기사식당,,미추홀구,4
171634,네네치킨,월미점,중구,4.44
171636,호식이두마리치킨,청학점,연수구,4.29
171637,굴세상,신현점,서구,4.26
171639,돌판향기,주안본점,미추홀구,4.62
171641,옹진,,연수구,4.47
171642,합격식당,,서구,4.5
171645,에이스크랩,,연수구,
171647,힐링포차,,서구,4.62
171650,해장국상점,,남동구,4.23
171653,연탄주먹고기,,서구,4.63
171654,명성원,,미추홀구,4.27
171656,마리오삼치,,중구,4.19
171659,스시별,,서구,4.81
171661,신포커피,,중구,4.36
171665,백년갈비,,부평구,4.34
171666,도담순대국,본점,남동구,4.25
171667,파티파라나,,연수구,4.83
171668,민물장어셀프타운,,서구,4.48
171669,건웅보쌈,,미추홀구,4.75
171671,석화식당,,중구,4.63
171674,천하일미김밥전문점,남촌점,남동구,4.27
171675,행복식당,,미추홀구,
171677,육돈가,,중구,4.17
171681,희망식당,,남동구,3
171684,복림원,,중구,4.39
171688,매화참치,본점,남동구,4.56
171690,밥퍼주는남자,가좌4호점,서구,4.37
171694,착한식당,,중구,4.25
171695,경주종가집 칼국수,,연수구,
171698,서가네보리밥칼국수,,서구,4.77
171700,즐거운포차,,남동구,4
171704,대청화,,중구,4.35
171705,마루샤브,송도점,연수구,4.42
171709,오 닭꼬치,가정점,서구,
171711,우리끼리호프&포차,,남동구,
171714,서울식당,,미추홀구,4.57
171718,네네치킨,마전점,서구,4.29
171723,마포주먹고기,,부평구,4.64
171728,포근한포차,,미추홀구,4.54
171731,염철이네동태내장탕,,남동구,4.32
171732,본참치전복,,부평구,4.42
171738,대호삼겹살,,미추홀구,4.41
171743,황소곱창구이,,부평구,4.42
171744,아써르티,,연수구,4.23
171747,목련집,,미추홀구,4.66
171750,라쿤치킨,,남동구,4.58
171751,투다리,,부평구,
171752,엄마손한식뷔페,,연수구,4.05
171755,진미아구탕,,서구,4.24
171758,황궁쟁반짜장,숭의점,미추홀구,4.48
171759,프렌즈,,부평구,4.2
171760,앤희네,,연수구,4
171766,광돈이네생삽겹생고기,,미추홀구,4.26
171767,금별맥주,부평점,부평구,4.39
171768,겐로쿠우동,송도점,연수구,4.37
171769,연가네분식,,서구,
171773,투다리,청천점,부평구,4.56
171774,치킨마루,대화초교점,미추홀구,4.47
171778,은빛분식,,서구,4.57
171782,99막창,,부평구,4.43
171784,천하일미김밥집,,남동구,4.13
171786,송이네 소머리국밥,,연수구,4.47
171788,쌈이조아,,서구,4.4
171792,와우닭발,,부평구,4.15
171796,태왕칼국수,,남동구,4.54
171797,호치킨,인천 연수점,연수구,4.32
171799,129식당,,서구,4.67
171803,할랄가이즈,인천부평점,부평구,
171806,옥련족발,,연수구,4.22
171809,오구쌀피자,인천 강남시장점,서구,4.38
171812,장터삼겹살,,부평구,4.13
171815,더치킨,인하대점,미추홀구,4.18
171817,태평상회,,연수구,4.39
171822,유진들깨칼국수,,서구,4.09
171823,소와돼지 생고기장터,,부평구,4.11
171826,명성각,,연수구,4.29
171827,바다이야기,,미추홀구,4.13
171832,전라도포차,,서구,
171834,명태어장,삼산점,부평구,4.35
171837,크래버대게나라,송도점,연수구,4.39
171839,고향집 국수,,미추홀구,4.5
171841,뚱이감자탕,,남동구,4.73
171843,김밥댁내 사라씨,,서구,4.36
171844,맛나린양꼬치,2호점,부평구,4.23
171846,곱창이야기,인천연수점,연수구,4.47
171852,엄마즉석김밥,,남동구,4.58
171854,동두천 솥뚜껑 생 삼겹살,,부평구,
171860,팔도복식당,,서구,4.06
171861,돈킹 돈까스,,남동구,4.38
171863,파인트리,,부평구,4.21
171864,맛집국수,,연수구,4.58
171869,애슐리퀸즈 뉴코아,인천점,남동구,4.29
171872,포천생막걸리부침개,부개점,부평구,4.4
171875,본죽,인천불로동점,서구,4.33
171877,우렁찬명품한우정육점식당,,남동구,4.26
171880,시부야,,부평구,4.32
171885,성원멸치국수,,서구,4.45
171886,광해아구해물전문점,본점,남동구,4.33
171891,막회집,,부평구,4.56
171894,아성반점,,남동구,4.65
171901,행복한포차,,부평구,4.59
171903,곱창이야기,용현점,미추홀구,4.38
171904,계절식당,,남동구,
171905,새비지,,연수구,
171910,전주식당 순대국밥,,부평구,
171913,동해해물탕,,미추홀구,4.37
171914,본탁,,남동구,4.56
171915,오이데,,연수구,4.49
171922,치킨678,부개점,부평구,4.4
171923,만족하족,,남동구,4.72
171925,민서네양꼬치,,미추홀구,4.62
171926,송도어신,,연수구,4.39
171934,족발공화국,주안본점,미추홀구,4.27
171935,김밥이최고야,간석본점,남동구,4.32
171943,명동통큰닭갈비,주안점,미추홀구,4.38
171944,광릉숯불고기,송도점,연수구,4.18
171945,청해활어회센타,,남동구,4.3
171954,럭키 스트라이크 펍,,연수구,4.29
171955,연어상회,구월점,남동구,4.4
171963,명태사랑,,연수구,4.46
171964,쭈꾸미도사,삼산점,부평구,4.52
171965,장터삼겹살,,남동구,4.55
171974,두레쌈밥,,부평구,4.32
171975,칼포니치킨,간석점,남동구,4.14
171976,미두야,송도직영점,연수구,4.22
171979,원푸드,,미추홀구,3.9
171985,대흥풍산숯불장어구이,,남동구,4.79
171987,더치앤빈,송도스마트밸리점,연수구,4.37
171989,모자온달,토지금고점,미추홀구,
171995,마씨네포장마차,,남동구,
171997,진땡이,용현점,미추홀구,4.19
171998,파주 장군집,,부평구,
171999,황금어장,,서구,4.53
172002,올찬김밥,,중구,4.55
172003,송도아구명가,,연수구,4.37
172007,북창동순두부,구월로데오점,남동구,4.33
172011,동해해물탕,,부평구,4.18
172012,풀사이드228,송도점,연수구,4.36
172016,"8,15맛집",,남동구,4
172018,놀놀숯닭갈비,학익점,미추홀구,4.37
172020,투다리,힐스테이트점,연수구,4.4
172025,이정생갈비,,남동구,4.59
172028,불티나돈까스,주안본점,미추홀구,4.4
172032,족발예찬,연수구점,연수구,
172034,김밥이야기,,남동구,4.5
172037,궁 차이나,,미추홀구,4.44
172039,연수사골순대국,,연수구,4.22
172043,바비큐보스,만수점,남동구,4.54
172046,네네치킨,주안역점,미추홀구,4.49
172047,유미카츠,송도점,연수구,4.45
172049,남도명가,,서구,4.49
172051,투다리,구월시청역점,남동구,
172052,김영화부대찌개,본점,중구,4.44
172055,삼겹살이야기,,연수구,4.47
172058,검암동큰집냉면,,서구,4.41
172060,만나손만두,,중구,4.45
172063,사랑채보쌈,,남동구,4.42
172068,토고리 옛날막창 · 소갈비살,당하점,서구,4.59
172072,전주해장국참숯불소갈비,,중구,4.19
172073,선데이인천,,남동구,
172078,옛날빈대떡,원당27호점,서구,4.03
172082,창대왕족발,,남동구,4.17
172086,파스타팩토리,,부평구,
172089,행복한 김밥,,서구,4.62
172090,신성 연탄가마솥 순대,신흥점,중구,4.45
172094,오거리김밥천국,,남동구,4.27
172097,잔쓰리,,부평구,4.05
172098,초심,용현점,미추홀구,4
172101,선우분식,,서구,4.62
172106,소래산묵밥,,남동구,4.3
172109,떡슐랭,부평점,부평구,
172110,동북꼬치구이,,미추홀구,4.8
172113,국수골목,검단점,서구,3.86
172115,논골식당,,중구,4.8
172119,백두산왕막걸리퓨전포차,,부평구,4.5
172120,대원불고기,,미추홀구,5
172124,남도황칠백숙전문점,,서구,
172127,충남식당,,중구,4.22
172130,종로빈대떡,,미추홀구,4.14
172132,제이에이치푸드,,서구,
172133,고향식당,,남동구,
172139,보미레시피,,부평구,4.8
172141,한우소머리곰탕,,미추홀구,4.48
172143,청송오리,,남동구,4.26
172146,백암순대국,,서구,4.32
172150,지랄닭발,부평점,부평구,4.43
172157,제이스튜디오키친,,중구,3.9
172158,짱어,,부평구,4.46
172163,더카페,2001아울렛 부평점,부평구,4.36
172165,진미포장마차,,중구,3.5
172169,제일곱창,,미추홀구,4.53
172173,요앞애치킨호프,,중구,4.13
172174,리재,,연수구,
172177,백년풍천장어,,남동구,
172184,문가네황제짬뽕,,미추홀구,4.39
172185,마왕족발,공항신도시점,중구,4.62
172187,용현털보아구찜탕,,남동구,4.41
172193,가시버시,,미추홀구,4.58
172194,월미식당,,중구,4.24
172201,추억의기찻길,주안점,미추홀구,4.26
172203,영종미담,,중구,4.61
172205,명가와우족발,,부평구,4.48
172208,이가네왕족발보쌈감자탕,본점,남동구,4.55
172211,남대문 닭곰탕,,미추홀구,
172213,초콜릿앤커피,,연수구,4.31
172218,놀놀숯닭갈비,신기점,미추홀구,4.47
172220,카페드림,인천송도G-Tower점,연수구,
172221,산에바다,,남동구,4.44
172222,국제식당,,중구,5
172224,아리오돌뼈신닭발,연희점,서구,4.59
172227,진천순대,,미추홀구,4.55
172231,꼬친보쌈,,남동구,4.29
172232,주당클럽 쭈앤삼,,서구,5
172235,싱싱 막회,,중구,
172238,블랙투,주안점,미추홀구,4.42
172240,대박이네 묵은지 삼겹살,,부평구,
172242,가쯔레쯔,,남동구,4.48
172245,국밥대장,경서점,서구,4.35
172248,다래횟집,,중구,4.64
172250,그라찌에,인하대점,미추홀구,4.48
172252,디핀다트,,부평구,4.28
172254,인천식당,,서구,
172259,만남분식,,미추홀구,
172263,고궁수라간,2001아울렛 부평점,부평구,4.24
172267,덕이네분식카페,,미추홀구,
172272,신기소,,부평구,4.31
172279,인생닭강정,인하대점,미추홀구,4.27
172281,강정마을통닭집,,부평구,4.53
172282,트레비앙,연세대학교 국제캠퍼스점,연수구,4.3
172286,진미보쌈,,서구,3.75
172287,일미구이구이,,남동구,
172290,홍사초롱,,부평구,4.01
172295,원조봉평메밀막국수,,남동구,4.51
172299,유림식당,,부평구,
172303,행복식당,,남동구,
172304,바로굼터,,미추홀구,4.29
172305,짜장나라,,부평구,4.13
172311,고래감자탕,신포동점,중구,4.42
172314,진마루병천순대해장국,,서구,4.79
172315,치킨이즈백,간석점,남동구,
172317,전주식당,,부평구,4.19
172318,카페글렌,송도센트로드점,연수구,4.41
172323,국보갈비탕,운남점,중구,4.18
172324,참맛깔곱창,,남동구,
172326,포항국수,,서구,4
172330,이군술상,,부평구,
172331,오구쌀피자,동춘동점,연수구,
172333,춘천닭갈비,,중구,4.55
172335,감탄떡볶이,만수시장점,남동구,4.45
172336,데일리키친,홈씨씨 인천점,서구,4.26
172339,클라스,,부평구,
172341,커피아바,,연수구,4.37
172346,대성식당,,서구,2.88
172347,누나네굴보쌈,,부평구,4.1
172354,마장동황귀닭곰탕,신흥점,중구,4.24
172356,왕손짜장,,남동구,4.38
172358,소담비빔국수,검단점,서구,4.43
172361,공차,인천스퀘어원점,연수구,4.4
172364,레인,,중구,4.8
172366,아구볼테기,,남동구,4.26
172369,롯데리아,인천동춘점,연수구,4.27
172372,금산식당,,중구,4.33
172376,삼겹식당,,남동구,
172380,단의맛집,,중구,4.5
172383,명가식당,,서구,
172386,해천,,남동구,4.53
172391,전전술술포차,,미추홀구,4.69
172392,신포가정식백반,,중구,4.12
172397,김밥천국,시청점,남동구,3.85
172399,경성팥집옥루몽,송도커넬워크점,연수구,4.49
172400,곱창명가,,미추홀구,4.5
172401,빠샥,,서구,4.34
172406,레드도어,,연수구,4.49
172408,삼겹파티,신기점,미추홀구,4.34
172409,김밥사랑,,서구,4.29
172414,노을밥상,,중구,4.3
172419,홀릭바,,미추홀구,
172424,우람치킨&바베큐,,부평구,4.53
172426,카페앰버,,연수구,4.67
172427,제주연탄고기,본점,중구,4.36
172432,고모네분식,,남동구,5
172436,송죽골민물매운탕,동암본점,부평구,4.5
172438,드림,,연수구,4.51
172439,영종원조국수집,,중구,4.55
172442,통큰포차,,미추홀구,
172443,소문난 도너츠,,서구,4.52
172445,두셰프,,남동구,
172448,죽마을,부평점,부평구,4.31
172451,장터,,중구,4.17
172453,삼보옥,,미추홀구,4.61
172455,복개천대박집,,남동구,4.44
172462,커피위드인,인천시립박물관점,연수구,4.37
172464,신포동집,,중구,4.39
172465,해피데이,,서구,3.86
172466,닭큐멘터리,,미추홀구,4.63
172467,백옥양꼬치,구월동점,남동구,4.18
172474,양평해장국감자탕&곱창전골,,부평구,4.42
172475,큰손돌솥맛집,,서구,3.73
172476,엄마손식당,,중구,4.14
172477,숯불에취하다,만수점,남동구,3.86
172478,라화쿵부,주안점,미추홀구,4.43
172481,아낌없이주는나무,,연수구,4.44
172483,진수정갈비,,서구,4.39
172484,카페 잔피,,중구,
172485,정성식당,,남동구,4.44
172487,원주식당,,미추홀구,
172491,엔제리너스,롯데마트송도점,연수구,4.4
172492,카페오라,,중구,3.98
172495,인고인의집,,미추홀구,4.08
172498,신사동차돌박이,,서구,
172504,장어촌,,미추홀구,4.28
172512,제주도 하루미 생삼겹살,,남동구,4.67
172515,소담소반,,서구,3.71
172517,연희보쌈,,부평구,4.44
172521,피자플렉스,남동점,남동구,
172529,안스베이커리,연수점,연수구,4.4
172531,전술집,,남동구,4.13
172536,파리바게뜨,송도센트럴파크점,연수구,4.43
172539,푸른바다찜탕,본점,남동구,4.57
172542,가마솥순대국,,서구,4.25
172548,왕코등갈비,검암점,서구,4.55
172550,신화포차,,남동구,4.53
172553,메밀꽃 김치찌개,,미추홀구,
172557,대청마루,,서구,4.43
172559,닭이봉닭갈비막국수,만수3지구점,남동구,4.43
172562,한성집,,미추홀구,4.52
172570,이차돌,부평삼산점,부평구,4.44
172572,빨간라면노란라면,인천구월CGV점,남동구,4.63
172575,파리바게뜨,송도글로벌캠퍼스점,연수구,4.37
172578,모두뼈다귀감자탕,가정점,서구,4.35
172583,신화양꼬치,용현점,미추홀구,4.5
172588,대박 한식뷔페,,서구,
172589,향토정,,부평구,4.07
172592,본죽,인천롯데캐슬힐스테이트점,남동구,4.39
172595,한신포차,주안역점,미추홀구,4.27
172599,장수곰탕,,부평구,
172603,파스쿠찌,인천구월로데오점,남동구,4.23
172606,김밥천국,숭의점,미추홀구,3.9
172608,본전집,,부평구,4.3
172611,파리바게뜨,만수하이웨이점,남동구,4.34
172613,월하주작,,서구,4.52
172617,오감떡볶이,,중구,4.39
172619,장터병천순대,,부평구,4.38
172622,속초바람,,남동구,
172625,송도 미나리 포차,,연수구,4.39
172626,반갑다친구야,,미추홀구,5
172630,육해공군회센타,,부평구,4.25
172633,동춘사골순대국,구월점,남동구,4.32
172634,부뚜막 생오리구이,,연수구,
172635,대로식당,,미추홀구,4.33
172638,성원닭갈비,,부평구,4.29
172642,병천진순대,,남동구,4.42
172643,돈통마늘보쌈,인천원당점,서구,4.26
172644,베이루트 레스토랑,,연수구,4.63
172646,소원,,부평구,4.39
172650,박대박참치전문점,,남동구,4.55
172652,밀청,,서구,
172658,피자에땅,동암점,남동구,4.48
172661,더족발,송도신도시점,연수구,4.36
172662,로티보이,인천신포점,중구,4.42
172667,춘천닭가네닭갈비막국수,마전점,서구,4.32
172668,함지박아구탕곱창구이,,남동구,4.48
172671,전이랑 막걸리랑,,연수구,4.6
172673,요거프레소,신포점,중구,4.45
172676,육반장,만수점,남동구,4.7
172678,곱창고,부평점,부평구,4.39
172679,제주 두루치기,,서구,4.25
172680,제임스떡뽀끼,,연수구,4.34
172684,솥뚜껑 삼겹살,,남동구,
172687,착한쭝식,옥련점,연수구,4.33
172689,광명대창집,석남점,서구,4.62
172692,구어보소비어,간석시장점,남동구,4.32
172693,강릉초당순두부,부평점,부평구,4.11
172694,대구통닭,연수1호점,연수구,4.47
172696,준,,서구,3.67
172697,롯데리아,인천월미마이랜드점,중구,4.1
172700,옥희,부평점,부평구,
172702,쭈꾸미살롱,,남동구,4.35
172704,미락,,연수구,4.05
172705,이화원,,서구,4.36
172709,물바우맛집,,부평구,4.36
172711,서울마님죽,,서구,4.29
172713,두꺼비포장마차,,남동구,4.5
172715,대포차,연수점,연수구,4.85
172720,스테프핫도그,월미 마이랜드점,중구,4.3
172722,권오성손국수,,미추홀구,4.32
172724,옥천원이네고기집,,서구,
172726,진영차돌배기,,남동구,4.46
172736,낙지이야기,,부평구,4.43
172738,별포차,,미추홀구,3.95
172743,친구네분식&국수,,남동구,
172747,청정한우돌곱창,,서구,4.62
172748,핸즈업,,미추홀구,4.6
172753,십원집,,남동구,4.53
172758,도올생삼겹살집,,서구,4.52
172759,병천순대,인천법원점,미추홀구,4.55
172769,빵이야기,,중구,4.67
172770,닥심삼일,,서구,4.36
172771,고향집 영양탕,,미추홀구,5
172780,동아리호프,인천 신현점,서구,4.5
172781,석바위 칼국수,,미추홀구,4.49
172789,성원멸치국수,,서구,4.52
172791,맛나푸드,,미추홀구,
172796,본스치킨,삼산점,부평구,4.64
172797,파리바게뜨,인하대병원점,중구,4.27
172799,찜이랑탕이랑,,서구,
172806,주안신매운갈비찜,본점,미추홀구,4.25
172808,이용철고쌈냉면,,부평구,4.13
172812,부산자갈치 산꼼장어,,서구,4.26
172817,5900 돼지방,,미추홀구,4.5
172819,청사한분식,,중구,4.13
172820,영광수산,,부평구,4.32
172823,광어 옷벗는날,,서구,4.11
172826,짬뽕이야기,,남동구,4.46
172829,램플러스,인천주안점,미추홀구,4.3
172832,죽이야기,인천인하대병원점,중구,4.34
172834,그집&쭈꾸미,,서구,4.13
172837,광명옥,,남동구,4.13
172838,중국성,,미추홀구,4.26
172841,제이콥스키친,,중구,4.54
172843,누나네삼치,,서구,4.25
172848,치킨플러스,용현2호점,미추홀구,4.25
172850,포도나무,,연수구,4.49
172852,와라와라,인천서구청점,서구,4.46
172855,양선생연탄돼지불고기,,남동구,4.63
172856,풍미옥,,미추홀구,
172857,남동모밀,1호점,연수구,4.22
172858,황해해물칼국수,2호점,중구,4.23
172860,가평막걸리,,서구,
172865,밥향기,,연수구,4.56
172867,큰손쭈꾸미마을,주안점,미추홀구,4.32
172869,셰프팬더,,중구,4.57
172871,투다리,신현점,서구,4.4
172877,굽네치킨,학익점,미추홀구,4.3
172878,허브왕돈까스,,중구,4.31
172880,치킨마루,마전지구점,서구,4.19
172883,차이앤,,연수구,4.33
172884,돈두꺼비,,남동구,4
172885,명가양꼬치,,중구,4.78
172887,부뚜막,,미추홀구,4.05
172892,김밥국가대표,간석점,남동구,4.41
172896,비어앤조이,,중구,4.63
172902,우주감자,,중구,4.6
172903,광명대창집,용현점,미추홀구,4.45
172908,크랩보이,,중구,3.99
172909,조은칼국수,,미추홀구,4.3
172910,버드나무집,,서구,4.41
172915,시밀레,,중구,4.2
172917,양푼김치찌개,,서구,4.35
172925,골드홀릭,,중구,4.29
172926,오아시스돈까스,,서구,4.38
172930,꿀포차,,남동구,4.75
172932,크리스탈,,연수구,
172934,아이리스,,서구,
172936,할머니순대국,,중구,4.47
172940,육꼬집,옥련점,연수구,4.45
172942,순이분식,,서구,4.41
172947,김치골 제육이,,남동구,
172949,논두렁밭두렁,,서구,3.93
172951,소양강닭갈비,,미추홀구,3.86
172954,스시천,구월본점,남동구,4.25
172957,옛날빈대떡,당하점,서구,4.66
172959,굽네치킨,주안3호점,미추홀구,4.33
172960,진사부,,연수구,
172963,흑산도홍탁,,남동구,4.33
172965,감탄떡볶이,신현점,서구,4.2
172968,천하원 요리,,연수구,4.28
172975,맛차이나,구월점,남동구,4.36
172976,보드레족,석남점,서구,4.55
172978,남원추어탕,,미추홀구,
172981,남원추어탕,,연수구,4.41
172986,오리마당돼지천하,,남동구,4.08
172988,양평칼국수,인천본점,미추홀구,4.42
172990,야다이,,연수구,4.22
172996,고기싸롱,인천시청점,남동구,4.68
172998,#도쿄시장,주안점,미추홀구,
173001,담쟁이넝쿨,,중구,4.34
173010,김밥천국,,미추홀구,4.25
173012,돈치킨,인천공항점,중구,4.26
173017,마라장터,,부평구,
173018,김동식참치,,서구,4.32
173019,곱창가,구월로데오점,남동구,4.54
173020,콩심,주안점,미추홀구,4.3
173022,마라 마라탕,공항점,중구,
173029,타임포차,,부평구,4.31
173031,고등어와갈치,,서구,4.63
173040,알천,,부평구,4.57
173041,자매양꼬치,,남동구,4.42
173042,나들목누룽지통닭구이,검암본점,서구,4.49
173049,하얀집,,서구,4.44
173050,연수 해물천지,,연수구,4.56
173057,무창포날라리,,서구,4.32
173060,칭따오,,남동구,4.26
173067,비비큐,인천청라점,서구,4.56
173070,선운사민물장어,,남동구,4.5
173074,청진동해장국,주안점,미추홀구,4.23
173075,홍두깨손칼국수,,중구,4.1
173078,조마루감자탕,검암점,서구,4.45
173080,본죽,남부역점,부평구,4.41
173081,다루마스시,,연수구,4.52
173084,29포차1,,미추홀구,4.48
173085,도래순,,중구,4.45
173088,신통치킨,가좌점,서구,4.56
173090,우림김밥,,부평구,4.34
173091,우리집 콩마니,,연수구,4.31
173092,탐라제주흑돼지,,남동구,4.61
173097,인정나라,,서구,
173098,철이네손수제비랑칼국수,,중구,4.33
173100,싱싱회예찬,,남동구,4.49
173106,일등짬뽕,영종도점,중구,4.53
173107,라스베가스,,남동구,4.5
173110,신복관,,연수구,4.51
173112,대방식당,,서구,
173120,왕노가리 천원의 행복,,연수구,4.39
173122,행복한식당,,서구,
173123,자담치킨,간석점,남동구,
173125,더원코리아1,,중구,
173128,가마솥에 빠진 한방족발(가빠족),,연수구,4.32
173130,푸른나무카페,,서구,4.25
173131,짜장먹을래짬뽕먹을래,,남동구,4.45
173134,서쪽 닭한마리,,중구,
173136,피자마루,삼선체육관점,부평구,
173139,롯데리아,인천검암점,서구,4.39
173144,호신 가마솥 영양탕,,남동구,4.4
173146,베스트홈푸드,,중구,
173148,이즈피자,,부평구,4.15
173152,미소야,인천구월점,남동구,4.42
173163,치킨비어,,중구,4.19
173169,우쿠야,인천옥련점,연수구,4.46
173171,브레댄코,부평점,부평구,4.28
173173,마님 순대국 뼈해장국,,중구,
173178,파리바게뜨,부평GM점,부평구,4.39
173180,선화시골해장국,,미추홀구,4.14
173182,유성선지국,,중구,3
173184,형제한우소곱창전문점,,남동구,4.32
173187,파리바게뜨,삼산주공점,부평구,4.25
173188,폴스타커피,홈씨씨인천점,서구,4.43
173189,행복식당,,미추홀구,
173193,예다원,,남동구,4.13
173196,포차사랑,,부평구,
173197,동춘김밥,동춘점,연수구,4.31
173200,모밀가,본점,미추홀구,4.25
173201,봉평메밀막국수,,남동구,4.48
173204,펀비어킹,인천 갈산점,부평구,4.35
173205,미술관,송도점,연수구,4.57
173208,봄날은간다,,미추홀구,4.36
173211,황제차이나,,남동구,4.39
173213,셰프애불고기한정식,,연수구,4.31
173216,돼지방,주안점,미추홀구,4.61
173219,돈카츠 마켙,구월점,남동구,
173220,초가집,,중구,4.42
173222,왕빈자전통주막,연수구청점,연수구,
173224,굽네치킨용현2호점,용현2호점,미추홀구,4.58
173227,삼원각,,부평구,4.34
173228,소문난주막,,남동구,4.75
173231,맛손대부도,,연수구,4.37
173234,붐비어,용현점,미추홀구,4.3
173239,명동찌개마을,구월 본점,남동구,4.38
173243,오징어 청춘,송도신도시점,연수구,4.43
173247,전주식당,,부평구,5
173254,플렛 화이트,,연수구,4.13
173256,호프따라돈따라,,미추홀구,5
173257,종가추어탕,,부평구,4.21
173259,153치킨피자,남동점,남동구,5
173264,파리바게뜨,인천연희점,서구,4.45
173267,프라하,,연수구,
